Location,Tweet,Positivity
Belize   ,"RT @mxmsworld: Behind a nagging woman, is a woman who told you not once, twice, three or even four times. She repeated herself - you ignore ",-0.4
one and only // hanbin solo,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
None,RT @cryptomanran: Up until today there was no real exchange where people could deposit WAX tokens and sell them. Today HITBTC came on line. ,-0.1
The Netherlands CordonSanitair,RT @piersmorgan: BREAKING: President Trump tells me the EU has treated USA 'very unfairly' on trade &amp; warns: 'I have a lot of problems with ,-0.65
NSA,"RT @EXOGlobal: [FANCAM] 180127 D.O.'s version of 'Tender Love' @ ElyXiOn in Saitama Day 1
Cr: kim_CY92

EXOL POWER #TwitterBestFandom #Team ",-0.125
None,RT @jiyongal: 7 years since he said this and i m still not ready for him to leave   https://t.co/pSy52MLnL2,-0.1
ot7 x ot13 x ot11,"RT @toxicwoozi: will anything ever beat seungcheol s
 pills for cold, meals for hunger, me for you i want to define you as me like this in ",-0.6
None,"RT @yoonminet: can we talk about this vid of daniel from wanna one laughing at seokjin bc he was hysterically dancing to a song

#iHeartAwa ",-1.0
"Mystic, CT","RT @falala333: K: She's a waste of breath!
S: Same here, the feelings are mutual..
K: Hmm... She's such a copy cat!

#ShreNal #Ishqbaaaz ht ",-0.08333333333333333
None,"RT @Amyfactor_: RT if this once happened to you on twitter. 

- Create an account.

- You don't understand.

- You left for a few months. ",-0.1
None,"RT @AustralianOpen: Roaring back!

@cilic_marin breaks Federer for the second time for a 5-3 lead. Roger was broken four times in the previ ",-0.13333333333333333
black lives matter,"RT @amouryannna: whatever a nigga think you doing behind his back, he doing behind yours ",-0.26666666666666666
None,"RT @DuckFootball: After he ran down and made a tackle in punt coverage, the @seniorbowl TV crew from @nflnetwork is raving about the perfor ",-0.15555555555555559
None,RT @TropicalLes: Black people be violating when they describing people.        They Be Like  You know Joshua? Tall dirty nigga that stay we ,-0.3833333333333333
"Durban, South Africa",RT @Saudi_rsa: Debut mixtape titled  Senaoane  can t wait for you rl to meet this shit. There s gon be a bunch of releases b4 JAPAN FOUR bu ,-0.2
None,RT @danielhowell: @iexistyaknow that sounds like a dangerous piercing but i respect your style,-0.6
None,RT @fbx258: If the $DXY needs any reason to rally from extreme oversold levels is the FOMC meeting 30th-31st. Target is 92. I still expect ,-0.125
"Rouen , France",So I repeat long nails are disgusting !! #stopthishit,-0.525
None,"RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
None,"RT @MistressCurves: Find your place beneath my feet as I push down on my accelerator &amp; drive you to the bank.

  

@cashpointmeets @rtsucke ",-0.15555555555555559
"Lucknow, India","RT @MamtaMehraUK: Can't lose a battle with cancer.
Will u Help?
Few RTs from can save my only daughter 
https://t.co/oLJL1ADDIt
Plz tweet/p ",-0.1
None,RT @inagreenminute: English: They say that down there is something cold so I'm going to gather my little things for the cool! Counting the ,-0.10111111111111111
None,"RT @esansangco:  If kamo, kamo jud 

No. U fight for the ones u love. If you want it bad enough, you ll find a way. D lng kysa isalig lng n ",-0.06666666666666661
None,#Breaking: SDF media center: The Turkish invasion army commits a horrific massacre against the civilians in the vil  https://t.co/bPRqbDAxUA,-0.55
"New Delhi, India","""Blackhat SEO ers create link wheels, link web 2.0 properties to each other, and blast spammy articles. Tune in to  https://t.co/CtSX3EC6DV",-0.125
"Victoria, Australia",Fucking linesman are a joke. #AusOpen2018,-0.6
Lagos,RT @syamil_8: @LiamPaulCanning Jurgen Klopp on Pogba:  You will never see me pay that amount of money for a single player in a team. No way ,-0.07142857142857142
sk8 or die,"RT @EriselCruz: @Karnythia My nephew was laughing at something, so I asked him what he thought was funny, and he points behind me and says ",-0.07500000000000001
San Francisco,"RT @brianefallon: Depending on whom you ask, the New York Times is a national ""treasure"" or ""fake news"" and ""the enemy of the people""
https ",-0.18181818181818182
Manila,Commitment is a scary thing to get into if you're not prepared for it. People always get hurt if you make a mistake  https://t.co/yqmacRxup9,-0.5
None,"RT @theawayfans: Due to a breach of regulation on pricing, Millwall fans have been given a part refund for their ticket for the game at Lee ",-0.2625
None,RT @pete_wba: Albion fans really need to be thanking Pardew for saving this season.... I don't give a fuck if we stay up or go down.. He ha ,-0.11851851851851854
representin' the Cockburn massive,"Home after a long weekend in Albany with @TheBurp and Gin Hag. As usual, Monday looming and I m (metaphorically) knackered.",-0.09999999999999999
None,"RT @INDIEWASHERE: it sucks when u have no distinguishable talents, i'm literally a cup half empty because i'm always just half good everyth ",-0.006666666666666665
Northeast,"RT @TheGoddess76: Send $20 now losers just because I want it    

#findom #femdom #tribute #paypig #acceptingpaypigs #assworship #paycow #r ",-0.2
None,RT @strokemicactus: She look annoying as hell. https://t.co/GzHYlauUof,-0.8
"Cardiff, Wales","I shit you not, in A Level English, when discussing the rape scene in  A Street Car Named Desire  my class decided  https://t.co/kI2guRGE3S",-0.1
None,"RT @SirWoley: I don't understand how the drivers on Uber or Taxify be rude to Yall.

I enter say my destination and he takes me there. We c ",-0.3
United Kingdom,"RT @bbctennis: You can't really blink while watching a Federer service game. 

The speed is ridiculous. 

He leads 3-1 in the fourth set ai ",-0.13333333333333333
None,I'm sorry.,-0.5
Papa John's,Is this game rated E for horrific imagery and gore?!,-0.7
"Kuching, Sarawak",Don't u feel guilty what u have done to me? ,-0.5
None,Just a casual Sunday stroll in the Faroe Islands     Alex Michael Green https://t.co/4GlGDH90wi,-0.3500000000000001
None,RT @sbstryker: Retweet this picture of Oprah with 3 hands or you'll have a decade of bad luck https://t.co/nPMOoe3kQk,-0.6999999999999998
I go dey water.,"RT @ColinUdoh: All of a sudden, we are expected to discount all the documentary and picture evidence previously supplied by Stephanie Otobo ",-0.06666666666666667
In a World of my Own ,RT @xiuloeys: the difference between you and yixing is that yixing has years of professionalism behind him. He CAN be critical. But you? Wh ,-0.2
United States,"RT @porpentina2017: With no controls on the foreign made parts, the ability for hostile nations to insert routines to wait until a hacker a ",-0.125
"Port Jefferson Station, NY",RT @RWPUSA: Voters are disgusted most of all with a campaign finance system that makes elected officials dependent upon people like this si ,-0.25
None,"RT @Rich_Harris: Tens of thousands of celebrities, businesspeople, musicians, models, porn stars and 'influencers' bought millions of fake ",-0.5
sadly elkhart ,"RT @TommySobieski: ""you look mean""
""you look tired""
""you look mad""

or maybe I look like I'm minding my business",-0.4458333333333333
"New York, USA",RT @FlirtyNotes: I hate when people change.,-0.8
None,"I drink Mo t with Medusa, give her shotguns in Hell
From the spliff that I lift and inhale; it ain't hard to tell

Nas     18:00",-0.2916666666666667
legends oNLY,poor baby     https://t.co/GinGz9qPxA,-0.4
"EXO, CHANYEOL,   ","The house looked deserted. But it wasn't, because I could hear music from inside. All the curtains were closed.  https://t.co/QIY4WNm3cq",-0.1
"isla del encanto, puerto rico",RT @harleivy: angelina jolie looked like THIS at 17 years old. i need to lie down for several minutes https://t.co/mpjDTd3agp,-0.018518518518518528
Columbus,"If she's comfortable around u: she'll tackle you, sing to u, be weird around u, dance for you, scream at you. take ur food, be mean to you.",-0.13749999999999998
None,RT @DailyVibes_: i m not afraid to try again. i m just afraid of getting hurt for the same reason,-0.09999999999999999
"Sydney, New South Wales","RT @biebersgrills: Some of my followers really complain about my tweets without mentioning me, like how fucking fake can you be? If you don ",-0.15
None,"RT @RohitkrSh: U idiot go and ask Chandan parents they will tell u the whole story ..&amp; since when we have to take permission for ""Tiranga R ",-0.30000000000000004
None,"There was a point, when Felix just stopped breathing all together, leaving an odd silence in the room. 

He slowly  https://t.co/V8VQURmt95",-0.23333333333333334
None,RT @BoriaMajumdar: Seeing @rogerfederer is like to start believing the impossible can easily turn real. A man from another planet. Only we ,-0.008333333333333318
Vila Real de Santo Ant nio,RT @sbstryker: Retweet this picture of Oprah with 3 hands or you'll have a decade of bad luck https://t.co/nPMOoe3kQk,-0.6999999999999998
None,"RT @peachk_96: 180125 SMA 

I miss his pink hair  

#    #WANNAONE #     #KangDaniel https://t.co/Mxq7ZIVQum",-0.1
Little corner of Glos...,"RT @stevesilberman: Trump supporters demand to know if Navajo congressman is here ""illegally."" Let that sink in for a moment. https://t.co/ ",-0.5
None,RT @yeompan: The round one for votings is now closed. So much thanks to the ARMYs who voted. You can now rest well and please don't forget ,-0.03333333333333335
Je sauve le monde avec Nightwing,RT @WalkingFannibal: Tag yourself I'm Taika - shamelessly checking out Tom in his black suit and having wild mental cinema in my head whils ,-0.05555555555555555
turn off retweets juseyooo ,"RT @bitnadajk: [RT    ]

I was supposed to give this to an army but she refused so I'm doing a giveaway instead. Retweet this to join [must ",-0.75
"London, United Kingdom","RT @Wrightie7: Moles, horses, negotiation experts, doom and gloom merchants, ITKs, WOBs, AKBs, podcasters, Fan TV., are there actually any ",-0.06666666666666667
"England, United Kingdom","@hoshishipbun @pledis_17 I was crying tears it was just so good, the look of disappointed when they opened the bag  https://t.co/BUmpDOy7ak",-0.08333333333333336
"Stockholm, Sverige",Heavy Silver Rain: https://t.co/ng07p2dEa1 via @YouTube,-0.2
None,@IsraeliPM @redbrasco Sad day when PM of Israel proved to be a Holocaust liar.... https://t.co/7jqAQSfjQn,-0.5
Sailing    ,RT @2Chinkz: Na I m crying  https://t.co/vUEIwYxVNb,-0.2
Nice/Cannes - French Riviera,"RT @AGlasgowGirl: guy: ...just one drink
me: no thank you
guy: come on it's just a drink
me: look, i'm sorry I just want to read my book wh ",-0.5
"London, England",Had a dream I went to the dead Barber I m still shaking,-0.2
None,RT @ChanningCJudith: Got bored last night and turned myself into a mermaid. I'd rather be swimming with the fishes anyway       https://t.c ,-0.25
"Florida, USA",RT @SebGorka: Not only is Hillary a criminal she is uncouth. https://t.co/JdV93OfMw3,-0.2
"Brugge, Belgi ",RT @slants: i don t want u if u half fuck with me,-0.2833333333333333
India ,@EXOVotingSquad @weareoneEXO I choose the wrong answer again #TwitterBestFandom #TeamEXO #SoompiAwards @weareoneEXO L-1485,-0.5
None,"RT @Iokified: tom stans: i would die for you
tom hiddleston: WHAT NO DIE ? THAT'S HORRIBLE I'M SORRY PLEASE DON'T DIE",-0.75
170318,"RT @sehhunie: ""luhan s terrible solo music"" that's what happens when yall bandwagon stan him for 2 rts you all do realize that luhan's disc ",-1.0
"Bournemouth, England","  Take a look behind the backroom, as we followed our two kitmen around on matchday! 

Watch for FREE on afcbTV     https://t.co/i6GvekVjKw",-0.04999999999999999
Dead Memories,"RT @iamjustasickguy: (ALL OUR LIVES) All we ever sacrificed has paid!
(EVERYTHING) Everything is possible to me
(WHY NO FATE?) Found everyt ",-0.46875
None,"RT @SF9NATION: [TRANS] #ROWOON s Twitter Update: 

 How are you doing, Fantasy! I made lunch earlier, but I eat it all and didn't take pict ",-0.46875
"shelby, ohio",RT @heatherrr_lynn_: I think I m gonna go back to cutting people off again and just focus on me more.,-0.033333333333333326
aishah,damn i m exhausted  ,-0.4
United States,"RT @porpentina2017: ... could be a reality for anyone. 
 So what?  You say?
In a worst case scenario, this gives a hacker access to the loc ",-1.0
shadingundera$tree,RT @princesalay11: im really starting to realize that i don t mean shit to anyone.,-0.1708333333333333
Canary Islands (Spain),"RT @AustralianOpen: Roaring back!

@cilic_marin breaks Federer for the second time for a 5-3 lead. Roger was broken four times in the previ ",-0.13333333333333333
"Pennsylvania, USA",RT @MilitaryEarth: Let s help this hero. A Retweet can go a long way. https://t.co/57s5Pt9wY4,-0.05
"Rh ne-Alpes, France","RT @INDIEWASHERE: it sucks when u have no distinguishable talents, i'm literally a cup half empty because i'm always just half good everyth ",-0.006666666666666665
newfoundland canada,"@StenhouseJr  hey Ricky, have you ever visited Newfoundland, consider it some day, you won't be disappointed.  Grea  https://t.co/0KggygyAiU",-0.75
always by issa's side,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,"RT @MAPLFC: GAME DAY!!!!!

Head over to Salt Mill 3G for a 3pm kick off...

We welcome @aekbocoladiesfc. 

Come and show your support

#Blu ",-0.09999999999999998
Around ,RT @TheTennisTalker: When you give a secret Croatian Cilic fist pump when Mirka Federer isn't watching #AusOpen   https://t.co/9h8Tf3DE1c,-0.4
