Location,Tweet
trans; he/ him: bi ,@ycutesyg what a good girl  ,0.7
My Land is Kenya,"BREAKING- Premier League rival ready to pay  150 million for Hazard

Good News- Latest Updates on Aubameyang to Ars  https://t.co/Isuw8Mz1iA",0.4666666666666666
None,"people give Christianity a lot of flack i think. while there's a loot of bizarre things in the bible, there's also immense wisdom.",0.2
None,RT @nellychillin: I already know Big Uzi Vert can grill tf outta some food https://t.co/6wxYVGMEkZ,0.0
Tongue deep in her an- ,"RT @TawfiqOG: @Oi_Penelope @boymaison I'm shook chale.... Those little Harry potters spells got to their head...
Imagine Dumbledore going u ",-0.1875
"Accra, Ghana","RT @FCBarcelona: G  AL MORNING !!!
  Javier Saviola visited us this week 
   The perfect moment to remember one of his goals with Bar a   h ",1.0
"East, England",Way over priced! When you look at the functionality of the @amazon Echo/EchoDot/EchoSpot and the services it interc  https://t.co/U9iwhBQEwI,0.0
None,RT @joedonprozon: Such a great experience w/ my brothers #credo https://t.co/7iMGZDe1SY,0.4
Toronto,".@UofT this tweet by @jordanbpeterson makes me sick. 

Imagine how Indigenous students at your institution feel. https://t.co/pzRPhV1TQ7",-0.7142857142857143
None,RT @pbhushan1: This spoof interview with Nirmala Sitaraman will tell you enough to understand why the Rafale deal is a unbelievably audacio ,-0.11666666666666665
None,RT @Iostemotion: i have gone thru some things that i would never wish upon my worst enemy,-1.0
Ur mom's computer,i only recently discovered (as in yesterday) that wearing a pair of thin leggings underneath my pj pants is a GAME  https://t.co/eIbGIHzBMv,-0.2
India,RT @vajrayudha11: No sir I am from West India not from North India (actually I  just prefer to be identified as Indian). But its ok. Such p ,0.16666666666666666
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
+65,RT @MaisarahMahmud: I m done hearing people say ` drink more water   for a clear skin and all I get is pee,0.3
"Wandsworth, London","@Dan_Broughton07 Happy Birthday to you Dan, have a great time   ",0.8
                    ,RT @JHSMlCDROP: I really hope Hoseok has written a diss track on his mixtape I really wanna see him politely fuck over anyone who s ever tr ,0.0
None,@BulawayoStaines @ChasingAgape @grnmedina_chris @mpichaske @JamesMartinSJ Again a common misunderstanding. Mercy is  https://t.co/uhWYrtY2Pu,-0.3
"Seoul, Republic of Korea","RT @snowberrytae: ""Members are family bc they're always by my side, they always help me, cheer me on &amp; look towards me. They know every det ",0.0
None,RT @michaelproduces: I cannot sleep. Tweet me pictures of dogs I guess?,0.0
"New York, NY",RT @svgurney: Some interesting concepts on what basic #technology to use at your event. Worth a read and seriously considering. The benefit ,0.11666666666666668
I follow active Tweeps.,"RT @cutestar_n: A ""Beautiful Face"" Doesn't Mean Anything..!!

Without A ""Beautiful Heart"".   ",0.40390624999999997
None,"RT @NoraNoracampos: ""I am indebted to my father for living, but to my teacher for living well."" 
#ALDUBFeelTheLove",0.0
"Altea, Spain","Attention .I don't normally invest in ICO's.
Ormeus was my first ICO and everyone can se that's going! So I think t  https://t.co/RSLQzEa0Mb",0.23125
"London,United Kingdom","RT @vantaekim: jimin: christmas is tteokbbokki! merry christmas
yoongi: why is that important its a day where we re working

the difference ",0.4
Admin @Pastelovania,Imma have to send u to the shadow realm unless you wanna end up like ya boy,0.0
Unipol Arena|| 19/11/2016,RT @obrientumblr: this is so hq i m dead https://t.co/fnCsn4VCUx,-0.2
United Kingdom,When Kevin de Bruyne becomes a goalkeeper https://t.co/kspvCqsIgy,0.0
"Portland, Oregon","RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
in bed,RT @DAMNMAUX: There s a glock in my boot https://t.co/plJtRsTDle,0.0
Purwakarta,.. But u still belive that things will get better in the right time,0.39285714285714285
None,"RT @CorinnaKopf: do you ever feel like life is just so fucking weird that you must be in a movie?? no, just me... ok",0.0
place is loading..         99%,"RT @o_Oluv_10: my heart literally leaps whenever I see U @lostboy54 especially when u smiles,  it gets me so emotional &amp; I become so happy ",0.26666666666666666
"Stellenbosch, South Africa",RT @kiran_james66: I wonder how women feel about this. But again I m probably talking about something I don t understand. https://t.co/oXXC ,0.0
Gloin with no lights ,RT @sexuaIss: Good sex is so important. Like if we're not about to eat each other alive I don't want itt,0.26875000000000004
United Kingdom,Starting Sunday right with our head judge @Lwcookeryschool's Pancake Stacks with Berries &amp; Hot Chocolate.  Serves 2  https://t.co/Ww3WqG0Alu,0.17857142857142858
"Amsterdam, Netherlads","RT @LaneDesi: I spy with my little eye something green!!!!.....        

#TwitterBestFandom #TeamGOT7",-0.337890625
"Chicago, IL","Finding a comfortable job may be difficult in 2018, the International Labor Organization says  https://t.co/fSechVfvV0",-0.033333333333333326
meh,"RT @ramprasad_c: Two days ago, a man shows up claiming he is the real son. He has a small time job and wanted to get married. The girl's fa ",0.06666666666666667
Los Angeles,"  #weekendreads #WeekendReading

Each #romcom in #award #winning series is on #sale for just #99cents!

  Stand-alo  https://t.co/fSQaqi23Bd",0.625
None,"RT @votenyobtsnow04: namjoon takes care of the boys i love how caring he is

#BestFanArmy #BTSARMY #iHeartAwards @BTS_twt",0.5
United States,Looking forward to it myself. Looks to be a thrilling series. https://t.co/LiSc2bsThb,0.25
turn on notifications,RT @awake: not like u would understand.,0.0
Pot of beans  ,"I need a fire man utd banter tweet but Temi is BN proud  

Fuck Liverpool for this",0.2
None,"RT @PathanAsmakhan: Blue Revolution! Indian seafood exports to touch Rs 40,000 cr, estimated to touch a record seven lakh tonnes production ",0.0
     ,You can get a professional #server in hikari host. #vps #cheap #germany #egypt #usa https://t.co/SJdFmraqnd,0.25
   ,RT @taekookmoments: um i see https://t.co/8FASLjYogn,0.0
planet earth,RT @smith_lynne: When your boy takes you up to the local for a cheeky drink it s everything     https://t.co/Qdfx8GtZSK,0.0
ocrp! blrp!   non dating,@sexductively you can curse as much as you want https://t.co/cVRu3ahT6G,0.2
"43.6532  N, 79.3832  W",@haejoobun i think i rt ed some of her tweets before i even knew who she was cos the last time i remember she changed her un a lot,0.0
None,"RT @gaurav_sundar: 1. Majority of Marquee players won t go for a very high cost. 
2. Ishan Kishan and Jaidev Unadkat will fetch a huge pric ",0.30400000000000005
Pittsburgh,Artist paints mini paintings on tea bags I think this is cool!  Check it out. https://t.co/gqMgmggWdc,0.4375
Treasure island,RT @kesmalindoHQ: Yestrdy my phone switchd off before I gt the results of last team on my ticket...Liverpool won yestrdy guys????,0.0
Tanzania,"RT @uNdlunkulu_Xoli: Tweleb(n): An owner of a Twitter account with over 50 000 followers, over 5 million monthly impressions, 200 average n ",-0.15
None,RT @_hyyyu: My friend was engaged to a guy who made her skip classes to see him &amp; later made her drop a semester cause he felt they didn t ,0.0
"Dhaka, Bangladesh","RT @cuppachani: Tagged by @yoxngkyxn @shlowlin 

HEHEHEHEHEHE oh my Idk who to tag

I'm tagging yall too @PParkJeojang @aroha_yen https://t ",0.0
Leipzig,RT @blues_traveler: Thank you Boston for helping us kick off the 2nd leg of our 30th Anniversary tour with a sold out show! Tonight we re a ,0.0
Cheshire,Our End of January sale is now live! Save 10% or 15% on your order for a limited time... https://t.co/fJHDuOq7s0,0.04951298701298701
None,"RT @justjailynd: My grandpa looked at me and said ""you've gained some weight"". 

My grandma was like ""Just ignore him, he's got dementia, h ",0.0
Beverley,"RT @Paul_Gascoigne8: Great fishing this morning I used liquorice on the end of my rod, I caught allsorts haha  ",0.5
None,I added a video to a @YouTube playlist https://t.co/wTPanK1lg0 Thor Ragnarok full movie watch free online HD 100% working no,0.375
"San Francisco, CA",Importance of Networking https://t.co/L1nqsgiVb3,0.0
El pollo feliz ,RT @deyn_leyco: Im so fucking sad now https://t.co/pEcdZl4hGf,-0.5
New York,RT @chayesmatthew:  We are standing in front of a building that has become the headquarters for the Gestapo of the United States of America ,0.0
"Queensland, Australia","https://t.co/kgrjgmZlPi
2009 Toyota Corolla Conquest
Weekly Payments From $38.00 Per Week T.A.P
VIEW THIS... https://t.co/vBknvxmzWK",0.0
None,"RT @TotallyMUFC: Things change fast as a Liverpool fan 

From the tide  well and truly  turning against United to another season without a ",0.2
Editorial@TechCompanyNews.com,#Startup https://t.co/1TCKPSVTnm provides a #mobile app to control your entire #SmartHome https://t.co/rha11vzuZ5,0.0
None,RT @dvdusu: where do y all find this type of sun https://t.co/vnvniNFfPx,0.0
      ,RT @DebsterPA1:  To forget the dead would be akin to killing them a second time  https://t.co/VgyZbm15BW,-0.1
Aroundtheworld,"RT @chukwuamaraE: Don't be a parrot in life, be an eagle. A parrot talks too much and can't fly high, but an eagle is silent and has the wi ",0.29
sc-rick_og,"i live to make memories, not to be all caught up on old shit",0.012121212121212116
None,RT @NotesForGirlz: do u ever get mad at ur boo for having an ex lol,0.08750000000000002
England,Do you support a family member with learning disabilities? @HftFamilyCarers can help! https://t.co/rjkJmscUem,0.0
Hammersmith ,"RT @vlissful: taehyung: come on, let s do bangtan bangtan bangbangtan with wifi. everyone!
members: wifi, wifi, bluetooth! bangtan bangtan, ",0.0
None,"RT @lowkeyJenissi: i'm so so thankful for our boys, they all care and hearing sangwon say they've got an album and we could be hearing it s ",0.0
Adelaide,This is a skill I'd like to develop in my students too #includEDau https://t.co/rtDfXfOw4x,0.0
None,RT @sexuaIss: Good sex is so important. Like if we're not about to eat each other alive I don't want itt,0.26875000000000004
"Yvelines, Ile-de-France",RT @liyahgawd: my mom is so hip bruh i love her https://t.co/xaOLC8eLlw,0.5
"Cedar Falls, IA",RT @ClintSmithIII: racism is so wild man you got a black man who becomes president &amp; some of these white evangelicals spend eight years cal ,-0.022222222222222216
None,"RT @DUSTTOSIDECHICK: Clive Davis just welcomed and referred to Beyonc  as the ""First Lady of Music"" and a whole room of industry officials ",0.225
"Lagos, Nigeria",RT @gainhive: @lovergirltrades 29x29? I can go first for extras xx,0.25
None,"RT @BryanDawsonUSA: So, the dude born in Canada to a Cuban-born immigrant and brought to the US as a child opposes path to citizenship for ",0.0
         ,"RT @pjmminie: -BTS lockscreen/homescreen 
-a thread 

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",0.0
None,"RT @shinaera_alex: I was w/ my friends tonight and the bar that I know (shywawa) (in Paris) near the Seine, played Whalien 52 by BTS tonigh ",0.1
"Pennsylvania, USA","RT @JudgeJeanine: ""I believe in the American dream, I don't want anyone to take advantage of it, I don't want anyone to ruin it. Especially ",0.0
"London, England","For a financial translator, keeping up-to-date with the latest news is part of the job. Top 10 sources for financia  https://t.co/76bHz9IrCv",0.3333333333333333
"Visalia, CA","RT @sleeepyzee:  yes bitch i know my man fine as hell, keep walkin  https://t.co/nAidQP4Ick",0.4166666666666667
The Empty Set,@tenderhooves i can't speak for anyone else but i have big weight/body image issues rn but other people being happy  https://t.co/3bJLmY47kf,0.225
None," Date with local babes at  

  https://t.co/a2LlbHQ0it  

porn Of sex Asian xxx Shots A nsfw Video video G Element
https://t.co/4MckwSWbim",0.0
144 times,my parents drove to LA and brought me avocados i luv them so much i cry,0.2
 Chapra-Delhi,"RT @theskindoctor13: violence, disease or starvation.

So, choice was between death &amp; slow painful humiliating death. These women chose the ",-0.5
"London, UK","The Google Speed Update: Page speed will become a ranking factor in mobile search https://t.co/oTQXvPfXpB via @sengineland 
#SEO",0.0
Maidstone Kent,RT @PreciousPorkers: So here they are. Our very own tomato and brown sauces. Made by the wonderful @KentFineFoods. Try them tomorrow @mfarm ,0.89
PIX. NYC.,I be alone so much that I font have a inner voice I'm really tf bothered,0.13333333333333333
None,@cptSLance *smirking as I nods and leave*,0.0
United Kingdom,RT @_GirlLikeCece: You tryna pop another baby with my man ?   https://t.co/6HYkTn4z1S,0.0
None,schoolgirl porn nude yoga red hot lauren young russian extreme creampie orgy party jerk off asia carrera wife handj  https://t.co/9KiVVDfKHi,0.045
None,170 years is not enough for this monster (or any other)     #SpeakYourTruth  #MeToo  #StrongAndVulnerable  https://t.co/bqwIYaDORV,-0.0625
find nemo bitch,"RT @flowtaee: SORRY
IF
IM
BOTHERING
YOU
BUT
THE
SECOND
GROUP
CATCHING
US
AND
THE
GAP
REDUCED
IN
THIS
CATEGORY

WE
ABSOLUTELY
NEED
VOTES
SO ",0.075
140116 Youngjae Lovers Lane  ,"You don't need to pour your life into your faves to call yourself a fan. Some of us have IRL stuff to take care of,  https://t.co/JsQzOMF8QS",0.0
"Mumbai, India",RT @FrankieMendonca: A group of teachers huddled around Delhi Education Minister @msisodia  discussing children's progress. Hav u ever seen ,0.0
Malaysia,"RT @LaneDesi: I spy with my little eye something green!!!!.....        

#TwitterBestFandom #TeamGOT7",-0.337890625
Leeds,"RT @qwertee: ""Starry Red Riding hood"" is today's tee on https://t.co/LdSWa6Ss6H ReTweet for a chance at a FREE TEE! https://t.co/QeBdhmLSpz",0.25
None,"RT @snowberrytae: ""Members are family bc they're always by my side, they always help me, cheer me on &amp; look towards me. They know every det ",0.0
Valhalla,RT @godlycia: gay culture is when you still have a crush on eris the goddess of discord and chaos from the movie sinbad that came out in 20 ,0.4166666666666667
Aleppa a,I would like to thank all the kind people who are concerned that we are in danger.,0.6
"Yeolmae, 61   ","RT @hot_pcy_pict: Reply this tweet with ur favorite picture of Chanyeol, i will RT some and dont forget to include these hashtag #TwitterBe ",0.5
None,RT @BINordic:  I don t believe anything Elon Musk says anymore  - @Apple cofounder Steve Wozniak delivers an epic rant against Tesla (via @ ,0.1
london,"RT @Dictionarycom: Feminist means advocating social, political, legal, and economic rights for women equal to those of men. #ItsForWomen #I ",0.08666666666666667
